name,review,rating
Leandro Antunes de Oliveira,"Péssimo sevico de SAC. Via chat é extremamente dificil falar com alguém que não seja robô. Quando consegue, nada resolvem. Via telefone, a gravação informa de cara que não é possível falar com atendente. Pra mim a política do C6 é bem clara. Entregamos o serviço como ele é, cheio de bugs e problemas e não disponibilizaremos canais pra ouvir o cliente e resolver.",1.0
fabio carneiro,"Abrimos uma conta PJ  , sem qualquer tipo de crédito , após questionar sobre limite de cartão  , fui informado que era pra usar na modalidade CDB  , isso é ter um cartão pré pago .
Chega ser piada .",1.0
Renan Totti,"Sou cliente C6 Carbon e na última semana fui notificado que a anuidade do cartão de crédito será aumentada em R$400,00, os acessos às salas vip serão reduzidas para 4 por ano, programa de pontuação do cartão de crédito foi piorada e se não utilizar o cartão o C6 Tag será cobrado! Praticamente estão expulsando os clientes do banco, as poucas coisas boas que esse banco possuía estão tirando.",1.0
Ervando Junior,"pros comentários negativos, no mínimo deve ser os de nome no Serasa ou aqueles que não paga nem em dia a conta do telefone celular e acha que está podendo. Pra mim melhor que muitos bancos por ai.",5.0
Célia Pinho,"Enviei mail para retirarem o meu email de uma conta que eu não tenho, pois nem sou brasileira nem moro no Brasil e nem conhecia o banco até receber o mail. Pedem para entrar na aplicação coisa impossível de fazer pois pede o CPF (não sei o que é). E o meu pedido por e-mail foi bem claro, eliminar o e-mail da conta que a pessoa criou.
Tentei WhatsApp falo com o robot. Enfim deplorável não tratar o assunto por mail, quando eu expliquei bem a situação.

Eu não posso entrar no chat do app pois não tenho conta nem o CPF que pede, não sei o que não entendeu...eu quero resolver pas a única opção é por EMAIL, fui Clara?",1.0
Larissa Carolina,"Péssimo, tenho cartão de crédito com vcs sempre pago certinho a fatura ate mesmo antes da data do vencimento, e vocês abaixaram meu limite para R$ 900  sendo que o limite era de R$ 1.800
Um absurdo isso. Reveja o que vcs fazem, não é certo fazer isso com quem esta sempre em dia com vocês.",1.0
Rogério Costiuc Sasaki,"Pior banco sem dúvida alguma. Sistema vulnerável, se furtarem seu cartão prepare-se para ter uma grande dor de cabeça e prejuízo. E o banco não se responsabiliza pelos gastos efetuados por terceiros quando isso acontece, mesmo que você nunca tenha divulgado sua senha para ninguém. E o pior é que o sistema é tão falho, que não permite alterar a senha no aplicativo. Um convite para fraudes. Fujam desse banco.",1.0
Guilherme Gonçalves,"Corram desse banco, em nenhuma hipótese invista seu dinheiro neles, principalmente para aumentar o limite, vai ser pior coisa que você vai fazer, a dor de cabeça para retirar depois é GIGANTE, se você utilizar o valor do aumento de limite liberado pelo investimento, e só tiver aquele dinheiro para pagar a fatura, já era meu amigo, sua conta vai atrasar, pois eles retêm o SEU dinheiro, e é claaaaroo, estamos falando de BANCO, e BANCO RUIM por sinal, então o que eles fazem? ""Senhor, estava no contrato"", ""Senhor, estava no contrato"", ""Senhor, estava no contrato"", ""Senhor, estava no contrato"", ""Senhor, estava no contrato"", ""Senhor, estava no contrato"", ""Senhor, estava no contrato""........ Ou seja, os clientes que se danem, depois de ANOS sem atrasar uma conta, por causa do C6 Bank, minha conta está atrasada, MESMO EU TENDO O VALOR PARA PAGAR, E ESTE VALOR ESTÁ NO PRÓPRIO C6 BANK E O PRÓPRIO C6 BANK NÃO DEIXA EU RETIRAR O VALOR PARA PAGAR A FATURA DO PRÓPRIO C6 BANK, COM ALEGAÇÃO DE QUE MEU LIMITE QUE FOI LIBERADO ATRAVÉS DO INVESTIMENTO, ESTÁ COMPROMETIDO, ORAS, ESTÁ COMPROMETIDO PORQUE NÃO ME DEIXAM PAGAR A BENTITA FATURA, SÉRIO QUE NINGUÉM DESSA EMPRESA PENSOU NISSO? MEU DEUS É O BÁSICO, OS CARAS NÃO FAZEM NEM A TAREFA DE CASA, SERVIÇO PORCO.",1.0
Ricardo,Prometeram limite de cartão e não deram.Começaram a cobrar mensalidade do C6 Tag(Era de graça) e agora reajustaram a tarifa.Não tem nada de diferente dos outros bancos!!,1.0
Vitor Uno,"Abri uma PJ para minha nova empresa e coloquei XXmil para poder pagar as primeiras despesas da empresa.
Tentei fazer um PIX de XX.000 e de XX.000 para a empresa que irá fazer os móveis da loja e bloquearam a minha conta no primeiro dia de uso.. sendo que meu limite de PIX estava como 350.000.
Agora não consigo movimentar minha conta com um saldo de XX.000 parado.. preciso que desbloqueiem minha conta e autorizem o pagamento de pix ou ted.",1.0
Jefferson Esteves Fidelis,"Banquinho ridículo. Vai falir tratando os clientes assim. Reduzem meu limite sem aviso, me causando constrangimento em restaurante. No mesmo dia já tinha feito compras e tinha mais da metade do limite disponível. Fechem logo. Lixo.",1.0
Nelson Antonio Rodríguez Velázquez,"O pior banco que existe, há 4 meses, caí em suas redes graças à propaganda enganosa que oferecem. Eles nunca resolveram meu problema da minha conta global pela qual paguei e o serviço nunca funcionou.",1.0
Felipe Seije,"Paguei a fatura e não deram baixa, negativaram meu nome e mesmo com comprovante já solicitei 2x para darem baixa no boleto e mesmo assim não resolveram, detalhe a minha fatura era de 100 reais kkkkk e (paguei antecipado)",1.0
RAFAELA COSTA,"Cartão chegou quase um ano depois! Quando eu cancelei a conta.
PArece piada, né?
O chat do banco não ajuda, não tem atendimento.
Enfim, lastimável.",1.0
Isaac Martins,"Cancelaram meu cartão de crédito sem nenhum motivo. Pago todas as minhas contas em dia. E ainda tiveram a cara de pau de me oferecer o CDB cartão de crédito. Onde se eu quiser o meu limite (que era alto) tenho que ""investir"" depositando o mesmo valor na minha conta. Vou meter o processo em vocês porque seria obrigação de vocês me avisarem com antecedencia do cancelamento. Me deixou com contas, que estão no crédito automático,  atrasarem.",1.0
William Fernandes,"Pior “banco”’ que já trabalhei:

1 prometeram credito e não entregaram
2 empurraram seguro sem eu pedir
3 sumiu dinheiro do meu Cdb",1.0
Laisa Jeziur,"banco horrível sem nenhuma pessoa pra ajudar, só robô tanto em ligação quanto no app, me cobram todo mês uma fatura que já foi paga a meses, todo mês tenho que ir no procon denunciar pra conseguir meu limite de volta",1.0
VB Salão de Beleza,"Pior banco da história.!! Sinceramente coloquei uma estrela porque não consegui deixar sem nenhuma... porque nem 1 estrela eles são. Estou há 20 dias tentando acessar minha conta... dinheiro da empresa parado, 3 protocolos abertos, 6 emails trocados, 1 gerente envolvido, ligações que já perdi a conta de quantas.... E Nenhuma Solução.",1.0
Wagner Brasil,"SIMPLESMENTE HORRÍVEL - Precisei de algumas informações sobre minha conta corrente que não estavam disponíveis no aplicativo e por isso tentei abrir uma reclamação pelo SAC do 6C BANK, já logo de cara o banco avisa que não diponibiliza atendimento realizado por um ser humano atendente, mal sinal. O sistema então pede para pronunciarmos o produto, depois de pronunciarmos CONTA CORRENTE - o sistema pede para pronunciarmos o assunto, ao pronunciarmos RECLAMAÇÃO - o sistema volta a pedir que pronunciemos o PRODUTO iniciando um looping sem fim, UM VERDADEIRO CIRCO onde o palhaço é o consumidor.",1.0
Karolaine,"Banco péssimo!!!
Não recomendo, sempre paguei minhas faturas em dia e simplesmente zeraram meu limite assim que paguei a última fatura.
Será que estão falindo? Eis a dúvida,
Pode ser, nunca vi isso",1.0
juinha games play,"Banco péssimo! Concordo com td que foi dito nas demais mensagens.
!SAIAM FORA DESSE BANCO!
Vão mandar vcs para o chatchato, que não resolve nada!
Pode reparar em todas as respostas oficiais do banco.",1.0
Sérgio Fernandes Jr,A TAG foi cancelada a mais de 2 meses e hoje foi debitado o valor da mensalidade como se a TAG ainda estivesse ativa. E não consigo nem pelo aplicativo cancelar e nem falar com nenhum atendente a uma hora já. Arrependimento total dessa banco já.,1.0
Mikael Paulo,"Pior banco de todos, não indico para ninguém, deixei um pagamento no débito automático foi pago e novamente o banco cobrou de novo o valor da minha conta, se você precisar de dinheiro você só pode sacar uma vez a pós isso são cobrados $6,50 da sua conta referente a cada saque, isso é um absurdo! Já foi descontado mais de $13 reais da minha conta e não fizeram meu estorno, e quando ligamos lá para reclamar somos mau atendidos, e quando falamos que vamos cancelar nossa conta os atendentes fazem questão de ensinar como cancelar a conta ao invés de tentar resolver o problema e manter o cliente é completamente ao oposto, irei procurar meus direitos por meio judicial, já sou cliente a anos e nunca tive tanto problema com o banco como estou tendo esse ano.",1.0
Gabriel Rodrigues,"A mais de 10 dias que paguei minha fatura, e tá dando fatura fechada no aplicativo e nada de voltar o limite, ligo na central e dialogam imediatamente ! Sendo que eles oferecem o cartão de crédito e a gente faz pq precisa . Vamos resolver isso daí por favor….",1.0
Fábio Guerra Santos,Pior Banco digital que já usei. Travaram a conta juridica da minha mãe que ficou impossibilitada hoje de pagar fornecedores. Já entramos em contato com advogado para que possamos ser reparados nos danos que nos causaram hoje.,1.0
Anna Raquel,Tentei fazer o cadastro e fui reprovada. Estou com o nome limpo. Conheço várias pessoas que estão com restrição no nome e conseguiram fazer o cadastro. Nota 0 para o Banco C6 bank. Só não darei 0 pq não tem essa opção.,1.0
rodrigo izecson,"Eu nunca fui cliente deste banco e há mais de um ano recebo ligações por bots me oferecendo serviços. Não respeitam a LGPD e nem as pessoas. Quando escrevo aqui que apenas não quero mais ficar sendo importunado eles respondem que para isso eu é quem tenho que entrar nas redes sociais deles, preencher formulários, etc. Absurdo completo.",1.0
Alexandre Boelter,"Banco ruim , nao resolvem as pendencias, ja pedi 3 x pra encerrar a conta e nada e ficam cobrando taxas extras. Péssimo!!!",1.0
Ana Paula Folkuenig,"Horrível
Faz uma semana que estou tentando falar com o pessoal para funcionar o aplicativo, ele aparece senha incorreta na digital eu digito a senha continua dando senha incorreta, já perdi as contas de quantas vezes liguei, aí eu ligo volta a funcionar por alguns minutos depois preciso usar novamente acontece a mesma coisa.
Um descaso",1.0
Gabrielle Almeida,"Péssimo banco!
Tentei adiantar o pagamento de uma fatura minha em “adiantar pagamento” e entrou como aumento de limite.
Fiz um regaste de um investimento e simplesmente não sei onde está o dinheiro.

Fora que é impossível fazer com um atendente, o chat é ridículo e não tem opções suficientes!
Péssima experiência!!!",1.0
R.R. PELLEGRINO,"Ótimo banco,mais erros ,no meu ponto de VISTA...

....Muitos estão indignados porque agora a partir de fevereiro 2023 estão cobrando r$ 4 por mês de manutenção nunca vi um banco virtual fazer isso.

FIZ O RESGATE DO CDB E NO INTER QUANDO EU FAZIA CAIA NO MESMO DIA O DINHEIRO NA CONTA AGORA O C6 QUER UMA SEMANA PARA O DINHEIRO CAIR NA CONTA.

NA PLATAFORMA NÃO APARECE TELEFONE PARA LIGAR GRATUITO EU TIVE QUE PESQUISAR NA INTERNET O CÚMULO.",3.0
Gilderlan Rodrigues,"Esse banco é um lixo
Atendimento não resolve nada
So com processo na justiça
Bloquearam meu debito em conta e não consigo usar meu dinheiro pra nada
Fujam desse lixo de banco.
E quem já teve problemas tem que meter processo ...se todos fizerem isso acabamos com esses vagabundos",1.0
Rafaela Berkenbroch Capella,Pior banco. Simplesmente não consigo realizar nenhuma transação na minha conta e ainda mandaram eu esperar 5 dias para ver o que ocorreu na minha conta.,1.0
Felipe Andrade,"Não aguento mais tenta acessa o banco toda vez pede o token de segurança a selfie é nada , sempre manda mesma mensagem , sinceramente nao vejo mais vontade nenhuma de usar só dor de cabeça, eu só qria acessa pra retirar meu dinheiro, já q liga , liga , liga é ninguém resolve nada 3 dias já isso",1.0
Roberta Santana,"Passaram um pix pra mim de 100,00 e o rapaz está doidinho eu não sei o fazer porque não estou conseguindo acessar a conta está bloqueada vocês tem que devolver esse dinheiro por favor....",1.0
André Domingues,"Não recomendo.
No início ofere um limite bacana, mas depois, a medida que você vai utilizando, eles sem qualquer explicação ou motivo, retira o limite.
Não abandone o seu cartão de crédito normal para trocar por este.
Ja realizei o bloqueio e quem não quer mais agora, sou eu.

A resposta do banco é para que eu conte o ocorrido via chat, porém o chat é atendido por um robô, não tem como expor o ocorrido...O atendimento é terrível!",1.0
